IP,Time,URL,Status,istatus,RT,Method,URL1
10.153.142.176,20-04-2021 06:45,/api/v1/clicks/listings?zip=28806&click_type_id=1&device_type=mobile&filters=%7B%3Ahome_owner%3D%3E%22No%22%2C%20%3Agender%3D%3E%22Male%22%2C%20%3Amarried%3D%3E%22Yes%22%2C%20%3Aage%3D%3E%2265%2B%22%2C%20%3Acurrently_insured%3D%3E%22Yes%22%2C%20%3Alicense_status%3D%3E%22Active%22%2C%20%3Ayears_licensed%3D%3E%22Unknown%22%2C%20%3Aeducation%3D%3E%22Associate%20Degree%22%2C%20%3Avehicle_count%3D%3E%22Multiple%22%2C%20%3Anumber_of_drivers%3D%3E%22Single%22%2C%20%3Aincidents%3D%3E%22No%22%2C%20%3Anumber_of_major_incidents%3D%3E%22None%22%2C%20%3Anumber_of_minor_incidents%3D%3E%22None%22%2C%20%3Anumber_of_dui%3D%3E%22None%22%2C%20%3Alicense_suspension%3D%3E%22No%22%2C%20%3Asr_22%3D%3E%22No%22%2C%20%3Acontinuous_insurance%3D%3E%221-2%20years%22%2C%20%3Acredit_rating%3D%3E%22Good%22%2C%20%3Arequested_coverage%3D%3E%22Unknown%22%2C%20%3Asource_type%3D%3E%22Native%2FDisplay%2FSocial%22%7D&pingpost=true&user_id=15363,200,14,0.032,GET ,/api/v1/clicks/listings
10.159.242.8,20-04-2021 06:45,/api/v1/search_quotecalls_users?accidents=0%0A%20%20%20%20%20%20%20%20&affiliate_id=1657&birth_date=&caller_id=5108134064%0A%20%20%20%20%20%20%20%20&continuously_insured=Less%20than%2012%20months&customer_name=Indra%20Erdenekhuyag%0A%20%20%20%20%20%20%20%20&dui=0&home_claims=0%0A%20%20%20%20%20%20%20%20&insurance_company=&insured=0%0A%20%20%20%20%20%20%20%20&own_home=0&preexisting_conditions=0&quote_calls_lead_type_id=3%0A%20%20%20%20%20%20%20%20&sr_22=0&zip_code=94546&credit=%0A%20%20%20%20%20%20%20%20&requested_coverage=Standard,200,2983,0.228,GET ,/api/v1/search_quotecalls_users
10.187.76.239,20-04-2021 06:45,/api/v1/ping?zip=92382&lead_type_id=4&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e086c&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=59&filters%5Blife_applicant_age%5D=59&filters%5Bauto_lead_driver_age%5D=59&filters%5Bauto_driver_age_min_max%5D=59&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.071,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:45,/api/v1/ping?zip=19701&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e096d&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=61&filters%5Blife_applicant_age%5D=61&filters%5Bauto_lead_driver_age%5D=61&filters%5Bauto_driver_age_min_max%5D=61&filters%5Bauto_continuous_insurance%5D=2&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.064,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:45,/api/v1/ping?zip=50316&lead_type_id=1&exclusive=1&insco=Progressive%20Insurance&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e03e0&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=73&filters%5Blife_applicant_age%5D=73&filters%5Bauto_lead_driver_age%5D=73&filters%5Bauto_driver_age_min_max%5D=73&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.056,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:45,/api/v1/ping?zip=49022&lead_type_id=4&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e047e&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=0&filters%5Bno_preexisting_life%5D=0&filters%5Bhealth_applicant_age%5D=30&filters%5Blife_applicant_age%5D=30&filters%5Bauto_lead_driver_age%5D=30&filters%5Bauto_driver_age_min_max%5D=30&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.065,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:45,/api/v1/ping?zip=39520&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0565&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=39&filters%5Blife_applicant_age%5D=39&filters%5Bauto_lead_driver_age%5D=39&filters%5Bauto_driver_age_min_max%5D=39&filters%5Bauto_continuous_insurance%5D=2&filters%5Bauto_lead_credit_rating%5D=2&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.055,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:45,/api/v1/call_campaigns/phone?aid=1386&phone_cid=default&lead_type_id=1,304,0,0.03,GET ,/api/v1/call_campaigns/phone
10.136.110.174,20-04-2021 06:45,/api/lead_dispositions?key=yhQwEoXKZU4y8RntnibxFmoy29UJqArr,200,728,0.036,GET ,/api/lead_dispositions
10.187.76.239,20-04-2021 06:45,/api/v1/call_campaigns/phone?aid=2060&phone_cid=default&lead_type_id=1,200,35,0.03,GET ,/api/v1/call_campaigns/phone
10.153.142.176,20-04-2021 06:45,/api/v1/ping?zip=70570&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0565&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=66&filters%5Blife_applicant_age%5D=66&filters%5Bauto_lead_driver_age%5D=66&filters%5Bauto_driver_age_min_max%5D=66&filters%5Bauto_continuous_insurance%5D=2&filters%5Bauto_lead_credit_rating%5D=4&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.057,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:45,/api/v1/ping?zip=33351&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0871&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=72&filters%5Blife_applicant_age%5D=72&filters%5Bauto_lead_driver_age%5D=72&filters%5Bauto_driver_age_min_max%5D=72&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.062,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:45,/api/v1/ping?zip=66046&lead_type_id=4&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0499&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=52&filters%5Blife_applicant_age%5D=52&filters%5Bauto_lead_driver_age%5D=52&filters%5Bauto_driver_age_min_max%5D=52&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,242,0.071,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:45,/api/v1/ping?zip=40403&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e096d&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=25&filters%5Blife_applicant_age%5D=25&filters%5Bauto_lead_driver_age%5D=25&filters%5Bauto_driver_age_min_max%5D=25&filters%5Bauto_continuous_insurance%5D=2&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,75,0.056,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:45,/api/v1/ping?zip=10016&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0871&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=28&filters%5Blife_applicant_age%5D=28&filters%5Bauto_lead_driver_age%5D=28&filters%5Bauto_driver_age_min_max%5D=28&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,75,0.054,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:45,/api/v1/ping?zip=11542&lead_type_id=10&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12020&source_id=wasp2&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=74&filters%5Blife_applicant_age%5D=74&filters%5Bauto_lead_driver_age%5D=74&filters%5Bauto_driver_age_min_max%5D=74&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.055,GET ,/api/v1/ping
10.146.91.96,20-04-2021 06:45,/,200,6380,0.034,GET ,/
10.187.76.239,20-04-2021 06:45,/api/v1/ping?zip=94404&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0a91&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=54&filters%5Blife_applicant_age%5D=54&filters%5Bauto_lead_driver_age%5D=54&filters%5Bauto_driver_age_min_max%5D=54&filters%5Bauto_continuous_insurance%5D=2&filters%5Bauto_lead_credit_rating%5D=4&filters%5Bmultiple_vehicles%5D=1&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.066,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:45,/api/v1/lead_validation?phone=4704078773&scrub=1&turbo=0&email=Lloydsamantha97%40gmail.com&verify_email=1&token=qwertyuiopasdfghjklzxcvbnm123456,200,702,1.709,GET ,/api/v1/lead_validation
10.187.76.239,20-04-2021 06:45,/api/v1/call_campaigns/phone?aid=2060&phone_cid=default&lead_type_id=1,304,0,0.032,GET ,/api/v1/call_campaigns/phone
10.153.142.176,20-04-2021 06:45,/api/v1/ping?zip=31082&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0565&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=59&filters%5Blife_applicant_age%5D=59&filters%5Bauto_lead_driver_age%5D=59&filters%5Bauto_driver_age_min_max%5D=59&filters%5Bauto_continuous_insurance%5D=2&filters%5Bauto_lead_credit_rating%5D=4&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.066,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:45,/api/v1/lead_validation/dnc_check?token=qwertyuiopasdfghjklzxcvbnm123456&phone=5623807299,200,65,0.039,GET ,/api/v1/lead_validation/dnc_check
10.187.76.239,20-04-2021 06:45,/api/v1/call_campaigns/phone?aid=2060&phone_cid=default&lead_type_id=1,304,0,0.031,GET ,/api/v1/call_campaigns/phone
10.159.242.8,20-04-2021 06:45,/api/v1/search_quotecalls_users?accidents=0%0A%20%20%20%20%20%20%20%20&affiliate_id=1657&birth_date=&caller_id=5108134064%0A%20%20%20%20%20%20%20%20&continuously_insured=Less%20than%2012%20months&customer_name=Indra%20Erdenekhuyag%0A%20%20%20%20%20%20%20%20&dui=0&home_claims=0%0A%20%20%20%20%20%20%20%20&insurance_company=&insured=0%0A%20%20%20%20%20%20%20%20&own_home=0&preexisting_conditions=0&quote_calls_lead_type_id=3%0A%20%20%20%20%20%20%20%20&sr_22=0&zip_code=94546&credit=%0A%20%20%20%20%20%20%20%20&requested_coverage=Standard,200,2983,0.215,GET ,/api/v1/search_quotecalls_users
10.153.142.176,20-04-2021 06:46,/api/v1/ping?zip=31316&lead_type_id=1&exclusive=1&insco=Progressive%20Insurance&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e03f5&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=60&filters%5Blife_applicant_age%5D=60&filters%5Bauto_lead_driver_age%5D=60&filters%5Bauto_driver_age_min_max%5D=60&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.063,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:46,/api/v1/ping?zip=15317&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0a9d&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=72&filters%5Blife_applicant_age%5D=72&filters%5Bauto_lead_driver_age%5D=72&filters%5Bauto_driver_age_min_max%5D=72&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,75,0.058,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:46,/api/v1/ping?zip=37814&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0a9d&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=33&filters%5Blife_applicant_age%5D=33&filters%5Bauto_lead_driver_age%5D=33&filters%5Bauto_driver_age_min_max%5D=33&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=1&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.058,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:46,/api/v1/lead_validation?token=qwertyuiopasdfghjklzxcvbnm123456&scrub=1&turbo=1&phone=5623807299&verify_email=1&email=jeffreynadal7@gmail.com,200,722,0.06,GET ,/api/v1/lead_validation
10.153.142.176,20-04-2021 06:46,/api/lead_dispositions?key=yhQwEoXKZU4y8RntnibxFmoy29UJqArr,200,728,0.037,GET ,/api/lead_dispositions
10.187.76.239,20-04-2021 06:46,/api/v1/lead_validation/dnc_check?token=qwertyuiopasdfghjklzxcvbnm123456&phone=7378950013,200,65,0.036,GET ,/api/v1/lead_validation/dnc_check
10.159.242.8,20-04-2021 06:46,/api/v1/call_campaigns/phone?aid=1515&phone_cid=none&lead_type_id=1,200,35,0.031,GET ,/api/v1/call_campaigns/phone
10.159.242.8,20-04-2021 06:46,/api/v1/call_campaigns/phone?aid=1515&phone_cid=none&lead_type_id=1,200,35,0.037,GET ,/api/v1/call_campaigns/phone
10.187.76.239,20-04-2021 06:46,/api/v1/ping?zip=31533&lead_type_id=4&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e09b6&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=56&filters%5Blife_applicant_age%5D=56&filters%5Bauto_lead_driver_age%5D=56&filters%5Bauto_driver_age_min_max%5D=56&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,242,0.082,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:46,/api/v1/lead_validation/dnc_check?token=qwertyuiopasdfghjklzxcvbnm123456&phone=7378950013,200,65,0.048,GET ,/api/v1/lead_validation/dnc_check
10.153.142.176,20-04-2021 06:46,/api/v1/ping?zip=89403&lead_type_id=4&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0a85&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=52&filters%5Blife_applicant_age%5D=52&filters%5Bauto_lead_driver_age%5D=52&filters%5Bauto_driver_age_min_max%5D=52&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,242,0.072,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:46,/api/v1/ping?zip=20906&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0925&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=36&filters%5Blife_applicant_age%5D=36&filters%5Bauto_lead_driver_age%5D=36&filters%5Bauto_driver_age_min_max%5D=36&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.077,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:46,/api/v1/ping?zip=29568&lead_type_id=10&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e09b6&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=72&filters%5Blife_applicant_age%5D=72&filters%5Bauto_lead_driver_age%5D=72&filters%5Bauto_driver_age_min_max%5D=72&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,75,0.272,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:46,/api/v1/lead_validation/dnc_check?token=qwertyuiopasdfghjklzxcvbnm123456&phone=7378950013,200,65,0.038,GET ,/api/v1/lead_validation/dnc_check
10.146.91.96,20-04-2021 06:46,/api/lead_dispositions?key=yhQwEoXKZU4y8RntnibxFmoy29UJqArr,200,728,0.035,GET ,/api/lead_dispositions
10.159.242.8,20-04-2021 06:46,/api/v1/call_campaigns/phone?aid=2327&phone_cid=default&lead_type_id=1,200,35,0.031,GET ,/api/v1/call_campaigns/phone
10.187.76.239,20-04-2021 06:46,/api/v1/ping?zip=85017&lead_type_id=1&exclusive=1&insco=Progressive%20Insurance&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12020&source_id=%7BLead_ID%7D&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=60&filters%5Blife_applicant_age%5D=60&filters%5Bauto_lead_driver_age%5D=60&filters%5Bauto_driver_age_min_max%5D=60&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.062,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:46,/api/v1/ping?zip=89502&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0a8b&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=62&filters%5Blife_applicant_age%5D=62&filters%5Bauto_lead_driver_age%5D=62&filters%5Bauto_driver_age_min_max%5D=62&filters%5Bauto_continuous_insurance%5D=2&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.059,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:46,/api/v1/ping?zip=98284&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e096d&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=82&filters%5Blife_applicant_age%5D=82&filters%5Bauto_lead_driver_age%5D=82&filters%5Bauto_driver_age_min_max%5D=82&filters%5Bauto_continuous_insurance%5D=2&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.06,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:46,/api/v1/ping?zip=76530&lead_type_id=10&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0a7d&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=67&filters%5Blife_applicant_age%5D=67&filters%5Bauto_lead_driver_age%5D=67&filters%5Bauto_driver_age_min_max%5D=67&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.066,GET ,/api/v1/ping
